SCHL,ESR,WKHP,WAGP,COW,INDP,OCCP,AGEP,SEX,RAC1P,MAR,NATIVITY,DRIVESP,HICOV,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,DIS,CIT,ENG,LANX,FER,poverty_status
19,1,40,26400,1,4796,5240,30,1,8,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
14,6,,0,,,,17,1,2,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,1
03,,,,,,,6,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
04,,,,,,,7,2,2,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,40,46000,2,8570,5240,28,1,1,5,1,2,1,1,2,2,2,2,2,2,1,1,,2,,0
21,6,,0,,,,59,1,1,1,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
21,1,40,200000,3,9470,3870,32,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
,,,,,,,1,1,6,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
13,6,,0,1,4971,9620,17,1,6,5,1,,2,2,2,2,2,2,2,2,2,1,,2,,0
19,1,25,0,6,7690,4230,46,2,3,5,1,,1,2,1,2,2,2,2,2,2,1,,2,2,1
22,1,40,22000,1,8191,1240,54,2,6,1,2,,1,1,2,2,2,2,2,2,2,4,1,1,,0
22,1,40,95000,1,8191,0845,26,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
24,1,32,350000,1,7970,3090,42,2,1,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,2,0
19,1,35,0,6,8980,4510,61,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
14,6,,0,,,,17,1,8,5,1,,1,2,2,2,1,2,2,2,2,1,2,1,,0
19,1,40,51000,1,7860,5740,64,2,9,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
20,1,40,85000,1,2280,1350,44,1,2,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,20,10000,1,5171,4760,25,1,8,5,1,2,1,2,2,2,1,2,2,2,2,1,1,1,,0
21,1,30,16200,2,8191,5740,34,2,6,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
20,1,40,34000,1,3390,5740,37,2,1,1,2,1,1,1,2,2,2,2,2,2,2,5,1,1,1,0
16,1,40,54000,1,8180,3602,65,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,,2,,0
19,1,65,28000,1,7980,5400,19,2,9,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
16,6,,0,,,,49,2,1,1,2,,1,1,2,2,2,2,2,2,2,4,2,1,2,0
11,6,,0,,,,16,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
20,1,32,35000,1,8170,3255,47,2,6,1,2,1,1,1,2,2,2,2,2,2,2,4,2,1,2,0
02,,,,,,,3,2,6,5,1,,1,1,2,2,1,2,2,2,2,1,,,,1
22,1,75,140000,3,7860,0230,54,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,,,,70,1,1,5,1,,1,2,2,1,1,2,2,2,1,1,,2,,1
16,1,40,35000,1,8191,3500,50,1,6,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
01,,,,,,,4,2,2,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
16,1,40,35000,1,8660,4230,63,2,6,1,2,2,1,1,2,2,2,2,2,2,2,4,2,1,,0
22,6,,0,,,,75,1,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
16,1,24,19200,1,1990,5240,49,1,6,1,2,1,1,2,1,2,1,2,2,2,1,5,1,1,,0
20,1,40,68000,7,8680,4000,60,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,,2,,0
19,6,,0,,,,71,2,8,2,1,,1,2,2,1,2,2,2,2,1,1,1,1,,0
10,,,,,,,13,1,1,5,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
16,3,,0,1,5392,9645,21,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,0
21,1,52,110000,1,1880,0052,49,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
24,3,45,51000,4,7870,2205,48,2,1,5,2,,1,1,2,2,2,2,2,2,2,4,1,1,2,0
21,3,25,30000,1,8690,4040,44,2,1,5,1,,1,2,1,2,2,2,2,2,2,1,,2,2,0
01,6,,0,,,,60,1,1,5,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
17,1,40,30000,1,6992,0440,42,2,6,3,1,1,1,1,1,2,2,2,2,2,2,3,1,1,2,0
19,3,40,3000,1,0170,6050,24,1,1,5,2,,1,2,2,2,1,2,2,2,2,5,1,1,,1
18,1,24,2300,1,6290,5610,52,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,50,350000,1,6871,0010,39,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
18,6,,0,,,,70,1,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
22,6,,0,1,7890,0750,76,1,1,1,1,,1,1,2,1,2,2,1,2,2,1,,2,,0
21,1,50,0,6,9290,2360,42,2,1,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,2,0
19,6,,0,,,,41,1,2,1,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
16,1,23,2500,1,8680,4110,26,1,8,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
04,,,,,,,6,1,6,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
18,6,,0,1,0770,7315,54,1,1,1,1,,1,1,2,1,2,2,2,2,1,1,,2,,0
12,1,40,62000,1,0770,6260,42,1,8,1,2,,1,1,2,2,2,2,2,2,2,5,2,1,,0
16,1,45,90000,1,9070,4700,55,1,8,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,45,5000,1,8680,4000,32,1,8,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,1
16,1,40,50000,1,0770,6260,38,1,1,3,2,1,2,2,2,2,2,2,2,2,2,5,3,1,,0
17,6,,0,1,2280,1920,32,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
17,6,,0,,,,71,2,1,2,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
19,1,60,38500,4,9480,4600,34,2,1,5,1,,1,2,2,2,1,2,2,2,1,1,,2,2,0
20,3,4,2000,1,8680,4110,24,1,3,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
18,1,40,100000,3,9470,5521,41,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
20,1,45,120000,1,5382,0020,53,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
04,,,,,,,7,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
21,1,40,80000,1,8180,3322,51,1,6,1,2,,1,1,2,2,2,2,2,2,2,4,,2,,0
21,1,40,260000,1,6671,1530,35,1,6,1,2,1,1,1,2,2,2,2,2,2,2,5,1,1,,0
22,6,,0,3,7860,2310,72,2,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
18,6,,0,,,,65,2,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
03,,,,,,,6,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
17,6,,0,,,,89,2,1,2,1,,1,2,1,1,2,2,2,2,1,1,,2,,0
13,6,,0,,,,17,1,6,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
09,,,,,,,10,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,2,1,,0
21,1,40,58000,1,6871,0120,34,1,9,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,45000,3,9480,2014,37,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
15,1,60,28800,1,3570,1555,54,1,9,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,40,92000,3,7860,2004,34,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
16,1,45,100000,1,6680,7020,63,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,,,,77,1,1,1,1,,1,2,1,1,2,1,1,2,2,1,1,1,,0
12,1,40,30000,1,3390,1555,52,2,8,1,2,1,2,2,2,2,2,2,2,2,2,4,2,1,,0
22,6,,0,,,,33,2,8,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
24,1,45,5000,2,8191,3090,28,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,1
23,1,20,10000,3,9370,2100,39,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
21,3,,0,1,7280,0800,43,1,1,5,1,,1,2,1,2,2,2,2,2,1,1,,2,,0
,,,,,,,1,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
21,1,40,251000,1,7460,1760,46,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
21,1,40,60000,1,7280,0800,23,1,9,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,40,27300,2,8380,2016,38,1,8,4,2,1,1,2,2,2,1,2,2,2,2,4,1,1,,0
16,6,,0,,,,76,2,6,3,2,,1,2,2,1,1,2,2,2,1,4,4,1,,0
10,,,,,,,13,1,6,5,2,,1,1,2,2,2,2,2,2,2,4,2,1,,0
21,1,60,210000,1,7181,0440,38,2,6,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
16,1,30,18000,1,7580,4420,42,1,8,5,1,,1,2,2,1,1,2,2,2,2,1,,2,,0
03,,,,,,,6,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
21,1,32,35000,3,7860,2545,53,2,9,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
21,1,36,90000,1,8191,3255,44,2,6,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
19,1,50,200000,1,7380,0010,21,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,,2,,0
01,6,,0,,,,58,2,2,4,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
20,1,40,96000,1,7072,0120,59,2,1,3,1,2,2,2,2,2,2,2,2,2,2,1,,2,,0
20,6,5,5800,2,8564,2850,68,2,1,1,2,,1,1,2,1,2,2,2,2,2,4,,2,,0
07,1,40,42000,1,0770,7410,43,1,8,1,2,1,1,1,2,2,2,2,2,2,2,5,3,1,,0
20,1,56,99000,1,4670,0705,35,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
17,6,,0,1,5392,4760,35,1,8,1,2,,2,2,2,2,2,2,2,2,2,5,2,1,,1
21,1,10,10000,1,8564,2850,48,1,1,1,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
21,1,40,100000,7,7390,0710,45,1,9,5,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
09,1,20,5000,1,4590,9130,51,2,6,1,2,1,1,2,2,2,1,2,2,2,2,4,3,1,,0
19,1,30,28000,1,4971,4720,19,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
20,6,35,6000,1,5371,4760,31,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,0
19,6,,0,1,7890,2350,25,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,,2,1,1
03,,,,,,,8,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,3,,0,1,8680,4140,66,1,8,1,2,,1,2,2,1,2,2,2,2,2,5,3,1,,0
21,6,,0,,,,71,1,1,3,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
19,1,40,0,6,8470,0230,57,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,,2,,0
19,3,20,2400,1,8680,4055,23,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
08,,,,,,,11,2,6,5,1,,1,1,1,2,2,2,2,2,2,1,,2,,0
20,1,30,43000,2,8191,5740,58,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,32,0,6,7280,5740,30,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,0
19,6,,0,,,,19,2,9,5,2,,1,2,2,2,1,2,2,2,2,5,4,1,2,0
01,,,,,,,3,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
23,6,,0,,,,60,1,1,3,1,,1,1,2,2,2,1,1,2,1,1,,2,,0
19,6,,0,,,,75,1,1,1,1,,1,1,2,1,2,2,1,2,1,1,,2,,0
22,1,40,65000,1,4170,0800,32,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,2,1,,0
22,1,60,200000,1,6690,1021,41,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
22,1,50,90000,3,7860,2310,38,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
01,,,,,,,5,1,9,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
19,6,,0,,,,19,1,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,1
06,,,,,,,9,1,1,5,1,,1,2,1,2,2,2,2,2,2,1,1,1,,0
21,6,,0,,,,75,2,2,2,1,,1,2,1,1,2,2,1,2,1,1,2,1,,0
14,6,,0,,,,50,2,8,1,2,,1,2,2,2,1,2,2,2,2,5,4,1,2,0
16,1,25,13000,1,8680,5240,26,1,8,5,1,1,2,2,2,2,2,2,2,2,2,1,1,1,,0
16,1,40,45000,3,0680,5860,44,1,9,1,1,1,1,1,2,2,1,2,2,2,2,1,,2,,0
20,1,40,92000,1,8180,3255,48,1,6,3,2,1,1,2,1,2,2,2,2,2,2,4,,2,,0
16,1,32,10000,1,1180,7855,29,2,9,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,1,0
21,3,,0,1,5382,9645,26,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,,,,22,1,6,5,2,,1,2,1,2,2,2,2,2,2,5,2,1,,1
,,,,,,,1,2,9,5,1,,1,1,2,2,1,2,2,2,2,1,,,,0
01,1,50,175000,1,4070,4710,61,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
16,3,30,7200,1,1190,7800,21,2,2,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,0
21,1,25,16000,1,5171,4720,22,2,9,5,2,1,1,1,2,2,1,2,2,2,2,4,1,1,2,0
21,1,40,12000,1,8370,2014,29,2,1,5,2,1,1,2,2,2,1,2,2,2,2,4,1,1,2,0
10,,,,,,,13,1,9,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
21,1,40,70000,1,5392,4700,31,1,6,1,2,1,1,1,1,2,2,2,2,2,2,4,1,1,,0
21,1,42,98000,2,9170,5740,44,2,2,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
22,6,,0,1,7380,1021,33,2,6,1,2,,1,1,2,2,2,2,2,2,2,4,1,1,2,0
21,6,,0,,,,62,2,6,1,2,,1,1,2,2,2,2,2,2,1,4,2,1,,0
14,1,15,8000,1,8680,4120,18,1,8,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,,1
22,1,40,350000,1,7380,0010,63,1,1,1,1,,1,1,1,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,67,1,8,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,1
24,1,40,180000,1,7460,1720,46,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
16,6,,0,,,,72,1,6,1,2,,1,1,2,1,2,2,1,2,2,4,1,1,,0
18,6,,0,,,,76,1,1,1,1,,1,2,2,1,1,2,2,2,2,1,,2,,0
22,6,,0,,,,65,2,6,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
21,1,20,40000,4,7870,2205,54,2,1,1,1,,1,1,1,2,2,2,2,2,2,1,,2,,0
13,6,,0,,,,16,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
07,,,,,,,10,1,9,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,1
10,,,,,,,14,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
23,1,40,23000,1,8780,9610,44,1,1,5,2,,1,1,2,2,2,2,2,2,2,5,1,1,,0
20,1,12,9400,4,9480,3602,69,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,,2,,0
16,1,80,5900,2,9160,2040,25,2,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,2,1
18,1,40,34400,1,4981,9645,35,2,8,5,2,1,1,1,2,2,2,2,2,2,2,5,1,1,2,0
13,6,,0,,,,16,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,0
20,6,,0,,,,75,2,6,2,2,,1,2,2,1,2,2,2,2,2,4,3,1,,0
21,1,30,10000,1,6671,2810,36,1,1,5,1,,1,2,1,2,2,2,2,2,2,1,1,1,,1
11,,,,,,,14,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
20,6,,0,1,8090,3255,55,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
24,1,40,139000,1,7270,2100,69,2,1,5,1,1,1,2,1,1,2,2,2,2,2,1,,2,,0
09,1,40,42500,1,7690,4220,35,1,8,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,,0
16,1,58,45000,2,8370,3602,70,2,9,3,1,,1,1,1,1,2,2,2,2,1,1,,2,,0
21,6,,0,,,,83,1,1,2,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
21,6,,0,,,,65,1,6,1,2,,1,2,2,1,2,2,2,2,2,4,3,1,,0
21,1,40,82000,3,9490,1840,40,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,80,1,1,1,1,,1,1,1,1,2,2,1,2,1,1,,2,,0
16,1,40,48000,1,8680,4110,27,1,6,5,2,1,1,2,1,2,2,2,2,2,2,5,2,1,,0
19,1,20,6000,1,8680,4110,20,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
05,,,,,,,8,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
19,6,,0,1,7071,4920,76,1,1,3,2,,1,2,2,1,2,2,1,2,1,4,,2,,0
01,6,,0,,,,72,1,1,5,1,,1,2,2,1,1,2,2,2,1,1,,2,,1
,,,,,,,1,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
14,6,,0,,,,17,1,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
16,1,40,45000,1,7780,0500,24,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
01,,,,,,,6,1,8,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
22,1,40,92000,3,7860,2310,41,2,9,1,1,4,1,1,2,2,2,2,2,2,2,1,,2,2,0
20,1,40,97000,1,8180,1021,40,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,,2,,0
18,1,27,0,6,5181,0020,50,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
19,1,30,5000,1,8680,4150,20,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
18,6,,0,,,,82,1,1,1,2,,1,2,2,1,2,2,2,2,2,4,1,1,,0
19,1,15,4000,2,7870,5420,21,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,1
19,1,40,9600,3,7860,7340,29,1,2,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
15,1,30,5000,1,8680,4030,54,1,6,1,2,3,1,2,2,2,1,2,2,2,2,5,4,1,,0
21,1,24,5600,2,8180,3255,62,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
14,6,,0,,,,17,1,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,87,2,1,2,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
11,,,,,,,12,1,6,5,1,,1,2,2,2,1,2,2,2,2,1,2,1,,1
,,,,,,,1,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
22,1,40,100000,3,7860,2310,45,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
07,,,,,,,10,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,175000,1,3370,1305,45,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,,,,66,1,8,2,1,,1,2,2,1,2,2,2,2,2,1,1,1,,0
,,,,,,,1,2,6,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
20,6,,0,2,8590,3930,35,2,8,3,2,,1,2,2,2,1,2,1,2,2,4,1,1,2,0
13,6,,0,,,,17,1,9,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
17,1,40,82000,1,8590,4435,62,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
04,,,,,,,7,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,28,109000,4,7870,2205,55,1,1,3,1,1,1,1,2,2,2,2,2,2,2,3,,2,,0
16,6,,0,,,,19,1,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,2,30,30000,1,4170,4850,64,2,1,1,1,,2,2,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,1,6570,2710,41,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
21,6,,0,2,7890,2360,49,2,9,1,2,,1,1,2,2,2,2,2,2,2,5,2,1,2,0
11,,,0,,,,15,1,8,5,1,,1,1,2,2,1,2,2,2,2,1,1,1,,1
19,6,,0,,,,19,2,1,5,2,,2,2,2,2,2,2,2,2,2,5,1,1,2,1
16,6,,0,,,,83,2,1,2,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
18,1,60,71000,1,5680,9130,51,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,61,2,1,1,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
14,1,12,12000,1,4971,4720,18,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
05,,,,,,,8,2,8,5,1,,1,2,1,2,1,2,2,2,2,1,1,1,,1
13,6,,0,,,,16,2,2,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
02,,,,,,,5,1,6,5,1,,1,2,2,2,1,2,2,2,2,1,2,1,,1
05,,,,,,,7,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,30,3000,1,5171,4760,41,2,8,1,2,1,2,2,2,2,2,2,2,2,2,5,1,1,2,0
13,6,,0,,,,46,1,9,5,2,,1,2,2,1,1,2,2,2,1,5,1,1,,0
14,1,60,27000,7,7770,4251,80,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,,2,,0
18,1,40,50000,1,8290,3602,30,2,6,1,2,1,1,1,2,2,2,2,2,2,2,5,2,1,2,0
15,6,,0,,,,72,2,6,1,2,,1,2,2,1,2,1,2,2,1,4,2,1,,0
21,1,40,11000,1,4390,5240,58,2,6,2,2,1,1,2,1,2,2,2,2,2,1,4,2,1,,0
02,,,,,,,5,2,2,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
17,1,40,59000,1,5392,9645,36,1,8,5,2,1,1,1,2,2,2,2,2,2,2,5,,2,,0
22,1,30,24000,7,5171,0010,36,2,1,1,1,,1,2,1,2,2,2,2,2,2,1,,2,1,0
19,6,,0,,,,79,1,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
23,6,,0,,,,87,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,,2,,0
15,6,40,3000,1,6390,9620,31,2,8,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,2,0
15,1,40,36000,5,0770,6220,40,1,9,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
06,,,,,,,8,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
20,6,20,30000,2,9170,0010,74,1,1,1,1,,1,1,2,1,1,2,2,2,1,1,,2,,0
21,1,50,90000,3,9370,2015,44,1,1,1,2,1,1,1,2,2,2,2,2,2,2,4,,2,,0
16,6,,0,,,,66,2,1,2,2,,1,2,2,1,1,2,2,2,2,5,3,1,,0
21,1,25,25000,1,8680,4110,30,1,9,5,1,,1,2,2,2,1,2,2,2,1,1,1,1,,0
16,1,25,5600,1,8680,4150,18,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
16,1,40,5000,1,4871,9130,28,1,8,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,,0
19,1,40,90000,4,7870,2710,50,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,55000,3,7860,2300,50,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
03,,,,,,,6,1,6,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
22,1,40,160000,4,8191,3258,41,2,6,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
09,1,40,35400,1,5791,4760,43,2,8,1,2,1,1,2,2,2,1,2,2,2,2,5,3,1,2,0
12,1,40,12000,1,5071,4760,43,2,8,1,2,1,1,2,2,2,1,2,2,2,2,4,4,1,2,0
23,6,,0,,,,62,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,84,2,2,5,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
04,,,,,,,7,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
14,1,30,7000,4,9480,3602,33,2,8,1,2,,1,2,2,2,1,2,2,2,2,5,3,1,2,1
20,1,43,12500,4,9480,3602,46,2,9,3,2,,1,1,2,2,2,2,2,2,2,4,2,1,2,0
21,1,40,30000,1,5090,4720,52,1,6,3,2,1,2,2,2,2,2,2,2,2,2,5,2,1,,0
15,6,,0,,,,17,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
21,3,45,60000,1,7770,0600,45,1,1,1,1,,1,1,2,2,2,2,2,2,2,3,,2,,0
12,6,,0,,,,78,2,8,2,2,,1,2,2,1,1,2,2,2,2,5,3,1,,0
21,1,40,49000,4,7870,0910,45,1,9,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
11,,,,,,,14,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
18,1,32,70000,8,0770,6530,26,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
17,1,14,8000,1,8970,4500,77,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,,2,,0
16,1,30,30000,1,4390,7010,29,1,9,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
22,1,40,65000,1,7390,0800,36,2,6,1,2,,1,1,1,2,2,2,2,2,2,4,2,1,2,0
22,1,40,139000,3,9370,1108,42,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
21,1,40,92000,1,7370,2634,37,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
17,2,50,28000,1,8090,2001,26,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
16,6,,0,,,,18,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
15,6,,0,,,,46,1,8,4,1,,1,2,2,2,1,2,2,2,1,1,1,1,,0
22,1,40,100000,4,0770,1360,45,1,9,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
12,1,40,35000,1,0770,6200,38,1,9,1,2,1,1,1,2,2,2,2,2,2,2,5,3,1,,0
21,1,40,55000,1,0770,0220,54,2,1,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
23,1,72,60000,3,8191,3255,40,2,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,2,0
19,1,48,300000,7,7071,0410,23,1,1,5,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
20,1,32,80000,1,0770,0300,74,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,,2,,0
