SCHL,ESR,WKHP,WAGP,COW,INDP,OCCP,AGEP,SEX,RAC1P,MAR,NATIVITY,DRIVESP,HICOV,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,DIS,CIT,ENG,LANX,FER,poverty_status
18,6,,0,,,,78,2,6,1,1,,1,1,2,1,2,2,2,2,2,1,1,1,,0
01,,,,,,,5,2,6,5,1,,1,2,2,2,1,2,1,2,2,1,,2,,1
07,,,,,,,9,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,3,,0,1,8680,4040,24,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,1
18,1,21,23000,3,8090,3421,34,2,3,5,1,3,1,2,2,2,1,2,2,1,2,1,,2,2,0
13,6,,0,,,,22,2,8,5,1,,2,2,2,2,2,2,2,2,2,1,1,1,2,0
16,1,30,30000,1,0770,6330,19,1,8,5,1,2,1,2,2,2,1,2,2,2,2,1,1,1,,1
21,6,,0,,,,68,2,1,1,1,,1,2,1,1,2,2,2,2,2,1,1,1,,0
21,6,,0,,,,76,2,1,1,1,,1,1,1,1,2,2,2,2,1,1,,2,,0
23,1,40,21000,1,6991,5940,31,2,6,1,2,,1,1,2,2,2,2,2,2,2,5,,2,2,0
15,6,,0,,,,17,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
18,6,,0,,,,30,1,1,1,2,,1,2,2,2,1,2,2,2,2,5,3,1,,0
16,1,40,50000,1,0770,6330,39,1,8,1,1,1,1,1,2,2,2,2,2,2,1,1,,2,,0
16,3,,0,9,9920,9920,21,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,0
01,,,,,,,5,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,2,1,,0
18,1,18,8000,2,5491,8990,72,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,,2,,0
09,6,,0,,,,44,2,9,1,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,1
14,1,35,42000,1,8590,4020,39,2,6,1,2,3,1,1,2,2,2,2,2,2,2,4,2,1,2,0
20,1,20,9000,3,7860,4251,69,2,1,1,2,1,1,2,2,1,2,2,2,2,2,4,1,1,,0
21,1,40,165000,1,0770,0600,58,1,1,3,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,30,15000,3,7860,5740,46,2,9,1,2,1,1,2,1,2,2,2,2,2,2,5,1,1,2,0
12,,,0,,,,15,2,9,5,1,,2,2,2,2,2,2,2,2,2,1,,2,2,1
21,1,40,92000,1,8270,0350,35,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
20,6,,0,,,,74,1,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
15,6,,0,,,,17,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,2,6000,1,7860,4600,32,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,1
21,6,,0,,,,62,2,1,1,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
09,6,,0,,,,59,1,1,5,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
17,6,,0,,,,62,1,9,3,2,,1,1,2,1,1,2,2,2,2,4,1,1,,0
16,1,40,25000,1,7071,7340,55,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
13,6,,0,1,8680,4720,41,2,8,1,2,,1,1,2,2,2,2,2,2,2,5,1,1,2,0
13,6,,0,,,,17,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
18,3,30,0,6,7890,4621,58,1,1,5,2,,1,2,1,2,2,2,2,2,2,4,,2,,0
14,1,12,3000,1,6570,4420,16,2,9,5,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1
19,6,,0,1,7970,5000,82,2,1,3,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
03,,,,,,,6,2,6,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
16,3,40,15000,1,0170,9640,23,1,8,5,1,,2,2,2,2,2,2,2,2,2,1,2,1,,1
21,1,40,160000,1,8191,1760,54,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,2,1,,0
20,1,50,50000,1,7670,4850,50,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
22,1,6,1400,4,7870,2205,39,2,9,5,2,,1,2,1,2,2,2,2,2,2,5,2,1,2,1
,,,,,,,0,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
06,,,,,,,9,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,71,2,1,2,1,,1,1,1,1,2,2,2,2,2,1,,2,,0
05,,,,,,,8,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
19,1,20,0,6,7390,5120,70,2,9,3,1,,1,2,1,1,2,2,2,2,1,1,,2,,0
21,1,70,100000,1,7280,0800,76,1,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
16,1,40,60000,1,1280,7330,61,1,8,1,2,1,1,1,2,2,2,2,2,2,1,4,1,1,,0
21,6,,0,,,,26,2,6,5,2,,1,2,1,2,2,2,2,2,2,4,1,1,2,0
21,6,,0,,,,50,2,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,2,0
21,2,40,56000,1,6871,0120,42,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
16,1,40,0,6,8990,4521,26,2,6,5,1,,2,2,2,2,2,2,2,2,2,1,2,1,2,0
17,6,,0,,,,57,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,99,145000,7,8680,0310,52,1,6,1,2,,1,2,1,2,2,2,2,2,2,4,2,1,,0
16,1,40,60000,1,8590,4040,48,1,8,5,2,1,1,1,2,2,2,2,2,2,2,5,1,1,,0
16,6,,0,1,5071,3647,41,2,8,1,1,,1,2,1,2,2,2,2,2,2,1,1,1,2,0
18,6,,0,1,8191,0350,47,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,0
09,6,,0,,,,71,1,8,3,2,,1,2,2,1,1,2,2,2,2,4,3,1,,0
16,1,16,15800,2,5392,4020,37,1,9,5,2,1,1,2,2,2,1,2,2,2,2,4,1,1,,0
24,6,,0,,,,47,2,1,1,1,,1,2,1,2,2,2,2,2,2,1,,2,2,1
16,6,,0,,,,71,2,1,2,2,,1,2,2,1,1,2,2,2,1,4,3,1,,1
18,1,40,65000,1,6680,7020,39,1,9,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
10,,,,,,,13,2,8,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,40,100000,1,6991,0710,49,1,6,1,2,,1,1,2,2,2,2,2,2,2,4,,2,,0
21,6,,0,1,0770,6260,79,1,1,3,1,,1,1,2,1,2,2,2,2,1,1,,2,,0
,,,,,,,1,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
19,6,14,6000,1,1190,4720,18,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,0
21,6,8,46000,2,7870,2545,30,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,6,,0,,,,85,2,1,2,1,,1,2,2,1,1,2,2,2,2,1,,2,,0
16,6,,0,,,,83,2,6,1,2,,1,2,2,1,2,1,2,2,2,4,1,1,,0
09,,,,,,,11,1,1,5,1,,1,2,2,2,1,2,2,2,1,1,,2,,0
19,1,40,12000,3,6070,9050,75,2,1,3,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
16,6,,0,,,,18,1,1,5,1,,1,2,1,2,1,2,2,2,2,1,,2,,1
01,1,40,16000,1,0770,6260,56,1,9,5,1,1,1,2,2,2,1,2,2,2,2,1,1,1,,0
16,1,80,68000,2,8191,3300,59,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
23,1,50,220000,4,8191,3090,63,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
24,1,40,190000,2,8191,1700,41,1,6,1,2,1,1,1,2,2,2,2,2,2,2,5,,2,,0
19,6,,0,,,,23,1,6,5,1,,2,2,2,2,2,2,2,2,2,1,2,1,,0
16,1,40,45000,1,8770,7200,41,1,3,4,1,2,1,1,2,2,2,2,2,2,2,1,1,1,,0
16,6,,0,2,9160,5740,35,2,1,3,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
18,1,15,800,1,8680,4055,18,2,1,5,1,1,2,2,2,2,2,2,2,2,2,1,,2,2,1
19,1,40,100000,1,6991,4810,57,2,9,5,2,1,1,1,2,2,2,2,2,2,2,5,1,1,,0
22,1,40,145000,1,8090,1021,36,1,1,3,2,,1,1,2,2,2,2,2,2,2,5,,2,,0
21,1,40,12000,2,7860,2350,40,2,3,1,1,2,1,1,2,2,2,2,2,2,2,1,,2,2,0
19,1,43,43600,1,4470,5120,46,2,6,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
,,,,,,,1,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
19,6,,0,,,,20,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
15,1,40,64000,5,6370,5550,59,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
09,3,40,0,6,0170,0205,49,1,8,1,2,,1,2,2,2,1,2,2,2,2,4,4,1,,1
19,1,40,70000,4,7870,0440,65,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,,2,,0
22,1,40,130000,7,8080,2013,63,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
14,1,40,22000,1,4771,9130,46,1,8,5,2,1,1,1,2,2,2,2,2,2,2,4,4,1,,0
20,6,,0,,,,60,2,9,3,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
16,6,40,30000,1,4771,7340,70,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,,2,,0
21,1,40,75000,1,7380,1108,29,2,2,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
18,6,,0,,,,77,1,1,3,1,,1,2,2,1,2,2,2,2,1,1,,2,,1
13,6,,0,,,,17,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,100000,1,4670,4760,56,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
,,,,,,,0,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
20,1,50,84000,7,7290,8740,57,1,9,1,2,1,1,1,1,2,2,2,2,2,2,4,1,1,,0
09,6,,0,,,,80,2,6,2,2,,1,2,2,1,1,2,2,2,1,4,3,1,,0
22,1,40,35000,4,7870,2002,24,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
14,6,,0,,,,16,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
03,,,,,,,6,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,60,200000,1,2570,0440,46,1,1,1,2,1,1,1,2,2,2,2,2,2,2,5,,2,,0
14,6,,0,,,,17,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
22,6,,0,2,7570,0101,51,2,6,1,1,,1,2,1,2,2,2,2,2,2,1,,2,,1
20,1,30,19000,1,0770,5000,43,2,1,3,2,1,1,2,2,2,1,2,2,2,2,4,1,1,2,0
16,1,40,125000,7,0770,6200,42,1,8,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,,0
16,1,40,65000,1,8770,7160,46,1,9,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
19,6,,0,1,8090,5000,78,2,9,1,2,,1,2,2,1,2,2,2,2,2,4,4,1,,0
02,,,,,,,5,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
08,1,38,43000,1,1190,7840,39,1,8,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
13,6,,0,6,8680,4030,69,2,6,3,2,,1,1,2,1,1,2,2,2,1,4,3,1,,0
03,6,,0,,,,86,1,1,1,2,,1,2,2,1,2,2,2,2,2,4,,2,,0
21,1,60,100000,3,7270,2145,38,2,2,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
22,3,,0,9,9920,9920,34,2,6,1,2,,1,1,2,2,2,2,2,2,2,5,1,1,2,0
02,6,,0,,,,57,1,6,4,2,,2,2,2,2,2,2,2,2,2,4,3,1,,0
22,1,50,200000,1,6991,0440,38,1,6,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,,0
22,6,,0,3,9390,0440,60,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,,,,20,2,9,5,2,,1,1,2,2,2,2,2,2,2,4,1,1,2,0
24,1,45,172000,1,7460,0136,57,1,2,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
21,1,60,125000,1,7460,0800,65,2,6,3,2,,1,1,2,2,2,2,2,2,2,4,1,1,,0
21,1,12,7500,1,6170,0640,48,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,6,7280,0800,78,1,1,2,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
16,6,,0,,,,85,2,1,2,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
09,,,,,,,12,1,6,5,2,,1,2,2,2,1,2,2,2,2,5,2,1,,0
16,1,8,0,6,4580,4020,35,1,8,1,2,5,1,1,2,2,2,2,2,2,2,5,3,1,,0
01,6,,0,,,,73,2,8,4,2,,1,2,1,1,1,2,2,2,2,4,1,1,,1
14,1,40,30000,1,8680,9130,48,1,8,1,2,1,1,2,2,2,1,2,2,2,2,4,1,1,,0
,,,,,,,0,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
12,,,0,,,,15,1,2,5,1,,2,2,2,2,2,2,2,2,2,1,,2,,0
22,1,40,250000,1,3390,0110,47,1,6,1,2,1,1,2,1,2,2,2,2,2,2,4,1,1,,0
20,1,50,66000,1,4971,4700,40,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
18,3,,0,1,8270,3603,25,2,8,5,2,,1,1,2,2,2,2,2,2,2,5,1,1,2,0
,,,,,,,1,2,1,5,1,,2,2,2,2,2,2,2,2,2,1,,,,1
21,1,40,55000,1,6290,0020,31,2,5,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
20,1,40,127000,5,9590,1050,81,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,,2,,0
19,1,40,26000,2,8380,6200,47,1,2,3,1,1,1,1,2,2,2,2,2,2,1,1,,2,,0
01,1,40,20000,1,4470,4850,61,1,1,1,2,1,1,1,2,2,2,2,2,2,2,5,2,1,,0
21,3,,0,6,6570,2710,56,1,1,1,2,,1,1,2,2,2,2,2,2,2,5,,2,,0
07,,,,,,,9,2,6,5,1,,1,2,2,2,1,2,2,2,2,1,2,1,,0
17,1,35,0,6,8980,4510,48,2,6,5,2,1,1,2,1,2,2,2,2,2,2,4,,2,2,0
21,1,25,70000,1,7460,1760,37,2,6,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
21,6,,0,,,,70,2,1,5,1,,1,1,2,1,2,2,2,2,1,1,,2,,0
11,,,,,,,14,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,48,38000,3,9470,5521,46,2,9,5,1,1,2,2,2,2,2,2,2,2,2,1,,2,2,0
21,1,40,110000,3,7860,2310,52,2,9,4,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
04,,,,,,,7,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,68000,3,7860,2002,28,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
20,1,40,108000,1,5071,8740,60,1,1,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
21,1,40,72000,2,7780,0800,47,2,6,1,2,1,1,1,2,2,2,2,2,2,2,4,2,1,2,0
21,1,47,33000,1,0170,6050,32,2,8,1,2,1,1,2,2,2,1,2,2,2,2,5,4,1,2,0
04,,,,,,,7,1,8,5,2,,1,2,2,2,1,2,2,2,2,5,3,1,,0
16,1,8,2000,1,8680,5120,46,2,6,1,2,1,1,2,2,2,1,2,2,2,2,4,3,1,2,0
06,,,,,,,9,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,40,30000,1,5791,4700,47,1,1,1,1,,1,1,1,2,2,2,2,2,2,1,,2,,0
19,1,55,255000,1,7380,0010,47,1,9,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,40,58000,1,8680,4000,49,1,6,1,2,1,1,1,2,2,2,2,2,2,2,5,3,1,,0
16,1,40,69000,1,0770,6260,42,1,8,1,2,1,1,2,1,2,2,2,2,2,2,5,4,1,,0
18,6,,0,,,,62,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,40,121000,2,5276,0750,33,2,8,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,0
06,,,,,,,9,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,12,45000,1,6170,9130,25,1,5,5,2,,1,1,2,2,2,2,2,2,2,5,1,1,,0
19,6,,0,1,7970,3323,45,2,9,1,1,,1,1,2,1,1,2,2,2,1,1,,2,2,0
16,6,,0,,,,37,2,8,1,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,0
16,1,40,41600,1,3580,7750,27,1,9,5,1,2,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,40,220000,1,6781,1021,38,1,6,1,2,,1,1,2,2,2,2,2,2,2,5,2,1,,0
17,6,,0,,,,76,1,1,5,1,,1,2,2,1,1,2,2,2,1,1,1,1,,0
24,1,3,0,6,7460,1760,67,2,1,3,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
21,1,40,68000,1,7380,0700,46,1,6,1,2,1,1,1,2,2,2,1,1,2,2,4,2,1,,0
19,1,40,8300,1,8170,3602,41,1,8,5,2,,1,2,2,2,1,2,2,2,2,5,3,1,,1
19,2,35,0,6,6190,9142,27,1,8,5,1,,1,2,2,2,1,2,2,2,1,1,,2,,0
19,1,40,80000,1,6871,0845,36,2,6,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
20,1,26,0,6,8680,4020,52,1,3,5,1,1,1,2,2,2,1,2,2,2,2,1,1,1,,1
22,1,40,138000,5,8191,1825,60,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
11,,,,,,,14,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,42000,1,2190,1760,31,2,2,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
11,,,0,,,,15,2,8,5,1,,1,1,1,2,1,2,2,2,2,1,1,1,2,0
15,1,45,130000,1,2880,1970,61,1,9,1,1,1,1,1,2,2,2,2,2,2,1,1,,2,,0
02,,,,,,,6,2,1,5,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
21,1,40,82000,4,9570,1460,25,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,60000,4,9480,3602,32,2,8,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
21,2,10,3100,3,7860,2310,52,2,1,1,1,,1,2,2,2,2,1,2,2,2,1,,2,,0
19,1,40,59000,1,8770,6520,51,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,40,25000,1,8570,4220,64,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,3,9470,5000,69,2,1,2,1,,1,2,1,1,2,2,2,2,1,1,,2,,0
,,,,,,,0,1,2,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
22,1,40,98000,1,6690,0630,32,2,6,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
21,6,,0,,,,83,2,1,2,1,,1,1,2,1,2,2,2,2,1,1,,2,,0
21,1,40,40000,2,7870,0230,26,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,80,2,1,4,1,,1,2,1,1,2,2,2,2,1,1,,2,,0
19,6,40,48000,1,3960,7750,74,2,6,1,2,,1,1,2,1,2,2,2,2,2,4,1,1,,0
05,,,,,,,9,1,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,1
22,1,50,300000,1,7570,0010,39,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,6,,0,,,,81,1,6,1,2,,1,1,1,1,2,2,2,2,2,4,1,1,,0
19,1,45,47000,1,6871,5330,46,1,8,5,1,,1,1,2,2,2,2,2,2,1,1,1,1,,0
20,1,40,85000,3,7860,2555,57,2,8,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,,0
22,3,40,200000,1,7380,1021,54,1,6,4,2,,1,1,2,2,1,2,2,2,2,4,1,1,,0
16,1,40,60000,1,4871,5120,51,2,1,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
01,6,,0,,,,67,1,1,5,1,,1,2,2,1,1,2,2,2,1,1,,2,,1
16,1,40,65000,5,7680,3930,32,1,9,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,70000,1,6991,0860,39,1,6,1,1,,1,1,1,2,2,2,2,2,2,1,,2,,0
19,1,32,21000,1,7990,4965,22,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
21,1,40,50000,4,7870,1340,39,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,3,40,30600,1,8470,2300,23,2,8,1,1,,1,2,2,2,1,2,2,2,2,1,1,1,1,0
19,6,,0,,,,66,2,9,3,1,,1,2,2,1,1,2,2,2,2,1,,2,,1
19,6,,0,,,,19,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
02,,,,,,,4,1,9,5,1,,1,2,1,2,2,2,2,2,2,1,,,,0
21,1,50,133000,1,1280,0140,34,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,1,8680,4055,24,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
16,6,40,6000,1,8680,4055,21,2,1,5,1,,1,2,1,2,2,2,2,2,2,1,,2,2,1
22,1,40,565000,1,7380,1021,28,1,6,3,2,,1,1,2,2,2,2,2,2,2,5,2,1,,0
19,1,30,380,1,5392,4720,28,2,9,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,2,1
16,1,40,37000,3,7860,2545,53,2,9,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
15,6,,0,,,,18,1,9,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,1
16,1,40,30000,1,4971,4700,27,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
24,1,15,50000,1,7390,1530,62,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
15,6,,0,1,7580,3422,22,2,1,5,1,,1,2,1,2,2,2,2,2,2,1,,2,2,1
18,1,35,25200,7,0770,5860,33,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,40,58000,1,6390,1108,36,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
14,2,10,1000,1,8680,4110,16,2,6,5,2,,1,1,2,2,2,2,2,2,2,4,,2,2,0
19,1,40,6000,1,5171,4760,44,2,6,1,2,1,1,1,2,2,2,2,2,2,2,5,1,1,2,0
21,6,,0,,,,66,2,6,1,2,,1,2,1,1,2,1,2,2,2,4,,2,,0
09,,,,,,,12,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,40,40000,3,8370,5740,50,2,9,3,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
22,1,40,300000,1,3580,0020,45,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,40,116000,1,7290,1530,49,1,6,5,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
19,6,,0,,,,77,1,1,3,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
19,6,,0,1,8680,0310,25,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
01,1,48,0,6,7770,4251,65,1,8,1,2,2,1,2,2,1,1,2,2,2,2,4,3,1,,0
14,6,,0,,,,40,2,8,1,2,,1,2,2,2,1,2,2,2,2,5,2,1,2,0
21,1,50,100000,1,6671,2710,36,2,9,1,2,,1,1,2,2,2,2,2,2,2,4,1,1,2,0
23,1,40,120000,2,9170,3090,60,2,1,3,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,40,34000,2,7870,1050,29,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
20,2,40,106000,2,8191,3323,69,2,1,5,1,,1,1,1,1,2,2,2,2,2,1,,2,,0
19,1,40,25000,1,8090,4622,67,2,6,1,2,,1,2,2,1,2,2,2,2,2,4,1,1,,0
15,1,40,45000,1,5392,4700,42,2,6,5,2,1,1,2,2,2,1,2,2,2,2,4,,2,2,0
15,6,,0,,,,78,2,9,3,2,,1,2,2,1,2,2,2,2,2,4,3,1,,1
19,6,,0,4,9570,4210,62,1,8,1,2,,1,2,1,2,2,2,2,2,2,5,,2,,0
21,1,30,30000,7,8590,4435,31,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
12,,,0,,,,15,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
08,6,,0,1,8680,4020,55,1,6,1,2,,1,2,2,2,1,2,2,2,2,5,4,1,,1
16,1,60,125000,1,0770,6400,50,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,1,5382,4760,63,2,9,1,1,,2,2,2,2,2,2,2,2,2,1,,2,,0
15,1,30,8000,1,8680,4030,17,2,8,5,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,0
01,,,,,,,4,1,9,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
03,,,,,,,7,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,80000,3,7860,2310,43,2,1,1,2,,1,1,2,2,2,2,2,2,2,4,1,1,2,0
12,,,0,,,,15,1,9,5,1,,1,2,2,2,1,2,2,2,1,1,,2,,0
09,,,,,,,12,1,9,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
12,,,0,,,,15,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
09,1,45,30000,1,0180,0205,48,1,8,4,2,1,1,1,2,2,2,2,2,2,2,5,4,1,,0
21,1,40,35000,3,7860,2435,41,2,1,3,1,5,1,2,2,2,1,2,2,2,2,1,,2,2,0
12,,,0,,,,15,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
23,6,15,0,6,7270,2100,79,1,1,1,1,,1,1,2,1,2,1,1,2,2,1,,2,,0
22,6,,0,,,,70,2,1,1,2,,1,2,2,1,2,2,2,2,2,4,1,1,,0
18,1,20,12700,1,0180,6230,61,1,8,3,2,1,1,1,2,2,2,2,2,2,2,5,2,1,,1
19,6,,0,,,,66,1,6,1,2,,2,2,2,2,2,2,2,2,1,5,2,1,,0
22,6,,0,,,,66,2,9,3,1,,1,2,2,1,1,2,2,2,2,1,,2,,0
19,1,40,55000,1,5392,0160,30,2,8,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
06,,,,,,,10,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
08,,,,,,,11,2,8,5,1,,2,2,2,2,2,2,2,2,2,1,,2,,0
01,,,,,,,3,2,1,5,1,,1,2,1,2,2,2,2,2,2,1,,,,0
19,6,,0,,,,81,2,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
13,2,25,12000,4,8370,3602,60,2,9,5,1,,1,2,1,2,2,2,2,2,2,1,1,1,,0
18,1,40,20800,1,4871,4760,20,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
19,3,20,10000,1,8680,4040,20,2,9,5,2,,2,2,2,2,2,2,2,2,2,4,1,1,2,0
